review,sentiment
"There are some funny touches and moments of freewheeling energy, but it is too broad, with acting and directing styles that are a little like afternoon TV.",negative
Average. . The plot is just too short and predictable.,negative
"But unfortunately, these shining moments were just to few and far between for them to justify paying serious money to see this",negative
moreover the drama between Joseph to his wife is played naturally but I feel like this is more documentry then a movie…,negative
"Consequently, rhythms of long and short hisses echoed intermittently from the audience",negative
No one deserves to watch this shitty movie,negative
"snooze fest, not much story, ridiculous soundtracks",negative
"add horrible ADR, and average to really bad acting, and you have —- a nightmare.",negative
"It doesn't go wholly wrong all at once, but damned if the filmmakers don't lose the thread and stumble and lurch and pad this thing until their Nollywood film is Bollywood length, without the wit, warmth or content to justify it",negative
Grotesque and sub-standard. Boring and downright stupid!,negative
"A flawed first feature film, but it shows a great deal of promise",negative
"Concerning this popular movie #KOB I can't say it better or worst than the rest of nollyhood,",negative
"Made in Heaven' is a stupid movie. It is so stupid, it will irritate you to the point you will start laughing out of sheer frustration. You will grow so weary seeing it, you will suddenly find yourself feeling as though you just might be enjoying the foolishness of this foolish movie. Very ridiculous movie. Complete rubbish!",negative
"Slow moving, great acting and contains a few chills but the ending was unforgiving",negative
". In the absence of such a perfect storm, avoid stabbing your wallet in the heart with this 'Dagger'.. . Definitely not recommended",negative
"When I say that the drive for comedy is turning our content to shit, this is a prime example.",negative
"If  you watched Chief Daddy: Going For Broke on its New Year Day release on Netflix and immediately thought it to be a contender for the worst movie of the year, know that the fault isn't yours;",negative
Lazy and depressing!,negative
"snooze fest, not much story, ridiculous soundtracks",negative
"The movie wasn't great, a bit of overreaching of the actors (maybe over-directed?) but the context was great.",negative
Low quality for Such a High Budget,negative
A good plot. Terrible post-production.,negative
Not recommended.,negative
"Great story, poor acting.",negative
A star studded movie that made stars look like they were acting a kindergarten play,negative
Not recommended.,negative
Preposterous! Horrendous! Disgraceful! A glowing shame.,negative
"This movie's lineup makes me want to like it desperately, but it's difficult to relish amid the dim screenwriting by Genevieve Nnaji.",negative
"By sure, one on the worst horror movies ever made...",negative
"Talk about the acting though, the story script, it's something out of this world",negative
"Though falsely classified as ""Horror"", 'Bridal Shower' is in actual fact not a Horror-movie. It is a Stupid-movie- Completely and utterly stupid!",negative
it is wholesomely pointless - A desperate money grab.,negative
Major Disappointment,negative
Boring,negative
Charming but incompetent,negative
"Ruined by technical malfeasance, 'The Perfect Picture' proves to be miles away from being perfect.",negative
Slow moving predictability. . This film definitely belongs in the junior high circuit.,negative
but the sound and music was so bad that it destroyed anything good,negative
"Did not watch all of this crap. Not even second rate, obviously racially inclined crap from an African nation with no film industry.",negative
"Good storyline, poor execution",negative
"The acting was bad, the soundtrack were repetitive, the storyline was... (if there was one I would have described it here).",negative
"The plot it's good, but the technical aspects aren't that good at all.",negative
"A clunky, clumsy handling of a book with (here untapped) depth",negative
There's nothing good about 'That Which Binds Us'. Absolutely nothing.,negative
Production of this movie is tight but the heart is missing,negative
"Focused as it is on the relationship between Joseph and Suzy, the movie sheds little light on the February 13, 1976, assassination, which brought Olusegan Obasanjo to power.",negative
"Utter rubbish! These are not serious people. Please, don't reward them with your Naira.",negative
this movie has to be the most depressing romantic comedy we have ever seen.,negative
Probably the worst acting ever in a movie which seems to be made with enough money.,negative
Way too slow. What a waste of time.,negative
I cant believe I spent 2 hours watching this movie,negative
i really don’t like this movie,negative
PLOT IS ALMOST EMPTY.,negative
"Weak dialogue, amateurish battle scenes.",negative
"From poor directing, to crap story; questionable acting to illogicality; shallow sceenwriting to bad editing..",negative
This movie is ugly.,negative
"Asides from being terribly predictable and featuring generally below average acting, it is plagued by a be-fumbling series of subpar attempts at recreating worn out crime caper staples.",negative
I hate how this movie is titled.,negative
"Bland and dreary, 'Efunsetan Aniwura' is an exposé in gratuitously lazy and painfully appalling story-telling.",negative
I am livid,negative
THE LACK OF LANDSCAPE POSTERS FOR NOLLYWOOD FILMS,negative
ABSOLUTE RUBBISH,negative
this film promised so much but turned out to be gut wrenching ridiculous. Rubbish!!,negative
They seriously use smash bro’s title cards to introduce the characters...,negative
The movie seemed generally flat and draggy though out.,negative
"It promised laughter, but the comedy was minimal and elicited smiles rather than the hearty laughter you expect when you go to the cinema for a comedy.",negative
"Abigail isn't very good, the bad guy is a bit of a moustache twister, and they figured out that it sucks for black people to go back in time",negative
The lead female role a huge disappointment.,negative
The ending was the only enjoyable part of this for me. Good for her.,negative
"A travesty. . This is a disgrace and an awful disservice to CNA. Shame on this ""film"".",negative
A Trainwreck of a movie. 90s minutes of dissapointing Sound editing and acting.,negative
confused. . Was this what a good movie looked like in Africa in 2012? If so then ... it was great! I have to wonder (in that case) if it's gotten any better in 2021?.,negative
". Knock Out Blessing' is an utterly useless movie that ought not to have been made, or at least not released to the public. Rubbish!",negative
"Unnecessarily long. . For me,",negative
"for amateur actors that also had no direction from Akinropo. The sound was bad, probably from the lack of boom mics.",negative
Suga Suga has too many eye rolling scenes that eventually ended in an anticlimactic resolution of a weak conflict.,negative
"Dishearteningly, Enitan's transition from lost soul to a scholar and now an artist gets shoved into the final minutes left over after all the bleakness.",negative
"My first Nigerian movie. . . . For the past several years, I have come across a number of reports telling about how the country of Nigeria has a successful domestic film industry. While that fact definitely intrigued me, I was unable to find any Nigerian movies available for me to look at until I stumbled upon this one on Netflix. To be honest, I was expecting something pretty crudely made, and to a large degree this is true. While there are some pretty good composed shots and/or direction that indicate that at times some real effort was being made by the filmmakers, the movie has far more shortcomings. The cinematography is unimpressive, there's very little in the way of production values, and the acting by many of the performers is amateurish. Actually, I might have been able to forgive all that had the movie's biggest problem did not exist, that being that it's far too long (121 minutes in length) and far too slowly paced. This is a story that really needed to be cut down either at the script stage or when the footage was being edited. There is a twist towards the end that's a little interesting (despite my ability to somewhat predict it before it unfolded), but it's too little and too late to make it worth sitting through a story that's too long and too slow. Still, if you have heard of Nigerian cinema and are curious about experiencing a sample of it, I've just told you of one possible accessible choice.",negative
"Unfortunately, we can't bear cowboy pistols, space guns, cut & sow costumes, annoyingly talentless filming and unnecessary long form remembrance ceremonies for already shown footage all buttered up with ridiculously unintelligent revelations of supposed-to-be shockers that were apparent from the beginning.",negative
"Unfortunately, the film is often stately and sluggish with some very daytime-soapy moments of emotional revelation.",negative
"The movie wasn't great, a bit of overreaching of the actors (maybe over-directed?) but the context was great.",negative
Once Upon A Night' is a dud.,negative
"As it is, you get no sense of place or character because too much has to be glossed over to fit it all in.",negative
This movie is too boring for cinema.,negative
bad,negative
"We call it a kidnap- Held hostage for fifty odd minutes, we were forced on an excursion of the resort grounds, Not recommended.",negative
This lion didn't have much of a roar. Did someone send their failed Netflix pilot script to Nigeria like it was the losing Super Bowl team's t-shirt?,negative
Forceful story-telling and embarrassingly bad acting are the hallmarks of this shabby pretender - Might sound weird but; this flick is like a counterfeit of 'Isoken'.,negative
Dumb movie. . This movie is a joke.,negative
Diabolically bad!. . This is realistically the worst movie I've ever seen in my life!,negative
"Action sequences weren't bad and its heart was in the right place, but quite painful to watch in places.",negative
"Though the cinematography looks professional, don't let this film fool you. It's a disaster.",negative
"No head, no tail, bad script, absolute waste of time and expensive rubbish. Movie was such a pain to watch. I highly do not recommend.",negative
their star quality is lacking in this movie,negative
lolz,negative
Verdict: Not recommended. 'Charmed' is not charming.,negative
"So disapppointed.. . Some acting moments from main actors (king and Amina), but the supporting actor (Maladi), hard to tell if he is comic relief because his role should be serious.",negative
Rubbish! Not recommended for anybody. Not even children. Very irritating movie.,negative
Hands down one of the worst movies I’ve ever seen,negative
Worst remake. . There was poor directing at the beginning during Ahannas flashbacks when he witnessed a man being set ablaze.,negative
Rubbish. . . . One more piece of garbage from NETFLIX. Period !!,negative
Extremely flawed,negative
I skimmed this. no way i’m watching the whole thing,negative
you will regret wasting your time watching this movie,negative
Poor,negative
Excessively basic.,negative
The Millions' is essentially a shameless wholesale theft of 'Ocean's film series' scripts; we were not impressed.,negative
"Gbarada' is a typical Idumota ""Yoruba film"" with all the craziness that come with that sub-section of Nollywood.",negative
Holy one of Israel!. . What did Genevieve think she just did? A movie? This is corruption in the highest. The writers are quack.,negative
the worst movie production ever,negative
Just Crap,negative
Special Jollof' is yet another cold turkey from Nollywood in Diaspora. And as usual; it is highlighted by a yéyé story and a plethora of half hearted acting performances. There's nothing to see here. It's a total waste of money and time.,negative
I can confidently say that Luna taking a shit is a way more engaging story than chief daddy 2.,negative
"i did not realise how many plane crashes there were in nigeria, and this film came out five days",negative
"This Movie Would Have Done Better If Funded More ,",negative
"With no modulating direction and no subtlety, this is a long, hard slog that will best be appreciated by friends and family of those in the cast and crew",negative
Not worth your time,negative
"Utter rubbish. . It's very rare that I give up on a film, I couldn't finish this, gave up after 30mins. Don't waste your time.",negative
"ultimately dampening the film overall for what could have been an even stronger, hard-hitting and poignant emotional roller coaster.",negative
Unfortunately lack of attention to detail didn't stop with the aforementioned examples.,negative
"The Wait is full of stars, but it does not shine bright. It is like tasting a glass of wine that has not fully developed, perhaps, made with unripe grapes.",negative
This movie is so cheesy.,negative
this is an extremely boring and terrible film,negative
"Hallmarked by nonsense, 'The Culprit' is complete and utter rubbish!",negative
Had to watch it for academic purposes.,negative
Way too slow. What a waste of time.,negative
Booorrring.,negative
That movie is such a bad egg to Nollywood.,negative
I caught the Nollywood bug while watching Rattlesnake.,negative
With all its ridiculous comical exaggerations and acting performances that fluctuate between over-acting and bad-acting.,negative
"The production is all over the place, and most characters are not fully developed.",negative
waste of time and resources,negative
You will hate it,negative
Beautiful storyline BUT It was a waste of precious 2hrs,negative
"Try as hard as they may; 'Your Excellency' proved extensively impotent, failing to deliver on its campaign promises.",negative
"Absolute Garbage. . Not even worth being filmed. Actors are weak, script was written by a 12 year old. Poor sound quality.",negative
"Taking a scenic, soap-opera route through the Nigerian civil war of the 1960s turns out to be a navigational error from which this lavishly appointed production can never fully recover.",negative
"However, this failed to be anything other than boring. It had no logical flow",negative
"Very bad acting, but the movie is still entertaining.",negative
"This was a No, No! Really bad performances from the main cast.",negative
Entertaining despite being flawed,negative
This movie feels like a mish mash of under-developed ideas with a half hearted romance thrown in.,negative
The movie script cannot pass for a high school amateur production.,negative
I dislike this movie so much,negative
The acting was SO bad and the  writing was even worse.,negative
"The acting is at best wooden, the dialogue almost staccato, as if the actors are constantly being prompted with their lines.",negative
Everything about this movie speaks low budget,negative
Dig to stole your time!,negative
What a Mess,negative
Only in broad Nollywood comedy mode does it feel truly convincing.,negative
Charmed' is not charming. No how!,negative
Horrible. . The show lingers on and on seeming to go no where at times.,negative
The fact that it's a musical makes it absolutely TERRIBLE.,negative
Utter fiction. The acting is awful and the story unbelievable.,negative
LMAO,negative
"A sore disappointment, 'Levi' is drama without purpose.",negative
"The film is remarkable for its lack of self-pity, but it makes the experience of ""Farming"" a merciless one for the audience too.",negative
I am convinced it would have fared better as a 10 to 30 minute short movie to test the waters.,negative
drama without purpose.,negative
Well intentioned but amateurish attempt to move the viewer.,negative
Imagine trying to make indomie without spice. . This movie is soo bad that 5 minutes to the end you're still wondering what's going o.,negative
The screenplay is ridiculous,negative
"They just sewed together different jokes, memes and videos of little known comics that have gone viral on Nigerian social media, called it their own movie and brought it to cinema. If you are Big on social media, you will have seen many of them, many times before. And you are not likely to find them to be very funny here as the producers even fail to excel at plagiarism, leaving 'Social Media 101' plagued by bottom of the barrel acting, very boring dialogue and particularly horrible scene lighting. This is all round ridiculous!",negative
"This movie is ugly. ""Ugly"" must be the word.",negative
Another Nigerian Movie With Lot of Hype but Very Empty.. . I won't recommend this to anyone.,negative
It's not really that bad - but the script and directing suffers overall.,negative
The movie’s opening is jarring. There is no backstory for Laila’s appearance,negative
Very poor story telling... and a massive rewrite of history for the sake of the movies plot.,negative
Retarded. Gratuitous. And senseless.,negative
Not a great movie,negative
This movie was an eyesore,negative
it tells a piecemeal story one could swear was hurriedly written by a primary school pupil for last year's Cultural Day drama presentation,negative
"If you value your time, work hard to dodge this at a premium.",negative
"Can a movie be bad, but important?",negative
"If I were a film prof trying to get away with torturing my students, I truly cannot think of a better fit for a required screening.",negative
"Too long, bad acting, too much irrelevance",negative
. Forceful story-telling and embarrassingly bad acting are the hallmarks of this shabby pretender.,negative
How does a movie with this subject matter wind up being this slow and boring?,negative
"this is a story that has the potential for critical acclaim, but the execution is poor and makes it easily forgettable.",negative
This movie has less charisma than the 'Third Eye' series from the nineties with Pa Olu Jacobs. Stay away from this.,negative
nollywood keeps disgracing us,negative
Survival of Jelili' is a pageantry of the absurd and a flagrant eyesore.,negative
"At the conclusion of the original Chief Daddy movie, the introduction of a new character in the last scene hinted at a sequel, but Chief Daddy 2 takes the sophomore curse to a new level of low.",negative
Wasn't supposed to end there.. unprofessional screenwriter,negative
The plot was totally unrealistic and it was all over the place.,negative
A colossal waste of time and money,negative
"this movie is so lame, even children will not like it.",negative
